financial_distress_flag,purpose_clarity,income_stability_mention,repayment_confidence,overall_sentiment,loan_idx,default_flag,grade,desc_clean
1,1,0,1,negative,1724,0,B,this loan is to pay off several high interest credit cards
1,5,0,5,negative,1725,0,B,high i i have some high interest debt i want to refinance to get paid off quicker
0,5,0,5,negative,1726,0,B,home improvement i need to upgrade to energy efficient windows my current ones are old and outdated and cause my utility bill to sky rocket
1,5,0,5,positive,1727,0,D,we plan to consolidate are bills into one payment by doing this we will actually lower are monthly payments and increase our credit score the company i work for has seven stores
1,1,0,1,negative,1728,0,B,to consolidate my credit card debt tell your story what is your loan for
0,1,0,1,neutral,1729,0,C,pay off credit cards
0,5,0,5,neutral,1730,0,B,consolidate debt at lower interest
0,5,0,5,positive,1731,0,A,i have always paid my bills on time and have never had any bad credit history of any kind i would like to use this money to consolidate all my current debt at a lower rate
1,5,0,5,negative,1732,1,C,battling bad credit decisions and high interest rate debts i have been able to keep them paid but can never get ahead fully hoping to find sanity in a single loan with a better interest rate to finally rid myself of the debt instead of only keeping the current cards paid but never off hoping to find financial sanity on bad decision making with credit cards in college i am able to pay the minimums but no more i would like to get rid of debt instead of keeping it at bay a single payment with a lower interest rate would help me achieve this goal
0,2,0,2,neutral,1733,0,E,consolidate credit cards and pay off lease fees
0,5,0,5,neutral,1734,0,B,this loan is to consolidate debt and have one monthly payment instead of several
1,5,0,5,negative,1735,0,B,to pay off my credit card with merrick this loan will save me money because of the lower interest rate
0,5,0,5,negative,1736,0,C,i need an dental implant which is going to cost approximately 4300 00 after dental insurance coverage
1,1,0,1,negative,1737,0,D,i need to pay off high interest credit cards and do so work around the home thanks
0,1,0,1,neutral,1738,0,D,consolidate credit cards
1,5,0,5,negative,1739,0,E,need to increase cash flow to pay down debt have had unexpected expenses this year dental medical bills car repairs that have put us in an uncomfortable financial situation earn excellent pay but need to get some debt paid off to get financially healthy going forward need a break
1,5,0,5,negative,1740,0,B,to consolidate my credit card payments in one place to pay it off quickly at a lower interest rate
1,1,0,1,negative,1741,0,E,i am trying to pay off credit card debt
0,5,0,5,positive,1742,0,A,the loan has a lower rate than my credit cards and auto loan by consolidating and paying a lower interest rate i can pay off my debt faster and save money
0,1,0,1,neutral,1743,0,A,up date equipment up date equipment
1,1,0,1,negative,1744,0,A,need to consolidate a higher percent credit cards
1,5,0,5,negative,1745,0,C,i am starting my own law firm i cater to people who cannot afford to pay 250 per hour but still deserve excellent representation i already have six 6 cases clients for my firm there are various resources required in the practice of law that i simply cannot afford at this time without a loan i want to provide the best representation possible but this means the appropriate resources including but not limited to fax copier printer scanner legal billing system incorporation costs and fees legal search engine subscriptions legal malpractice insurance costs and subscriptions to programs which help to obtain new clients ultimately i need a foundation from which to begin and that foundation is money i am not attempting to be a non profit i simply want to serve those in the middle to lower socioeconomic classes and small independent businesses that share the same legal problems if not worse than those in higher socioeconomic classes while at the same time i also need to survive obtaining this loan would help me get a jump start prior to bringing in a profit i do hope you can help
0,1,0,1,neutral,1746,0,C,pay off high interest credit cards
1,5,0,5,negative,1747,0,B,i am in debt and i want to be free of debt with this i will be free of debt i am in debt and i would like to be debt free for good this will help so very much please if i could be approved for the full 25 000 it would help so very very much please if i could be approved for the full amount it would greatly help out and make this a great loan experience there has never been any other time that i have ever pleaded for anything like i am pleading now please if i could have the full amount for the loan this would make for a great rest of 2013 thank you to all who is helping this really does mean so very much
